area_name,year,group_name,sub_group_name,trial_of_violent_crimes_by_courts_by_confession,trial_of_violent_crimes_by_courts_by_trial,trial_of_violent_crimes_by_courts_total
Manipur,2001,TVC- Murder,01. Murder,0,3,3
Meghalaya,2001,TVC- Murder,01. Murder,8,22,30
Mizoram,2001,TVC- Murder,01. Murder,5,8,13
Nagaland,2001,TVC- Murder,01. Murder,6,5,11
Odisha,2001,TVC- Murder,01. Murder,0,690,690
Puducherry,2001,TVC- Murder,01. Murder,,16,16
Punjab,2001,TVC- Murder,01. Murder,,684,684
Rajasthan,2001,TVC- Murder,01. Murder,,1091,1091
Sikkim,2001,TVC- Murder,01. Murder,,4,4
Tamil Nadu,2001,TVC- Murder,01. Murder,8,2020,2028
Tripura,2001,TVC- Murder,01. Murder,,133,133
Uttar Pradesh,2001,TVC- Murder,01. Murder,8,5515,5523
Uttarakhand,2001,TVC- Murder,01. Murder,,226,226
West Bengal,2001,TVC- Murder,01. Murder,2,480,482
Andaman & Nicobar Islands,2002,TVC- Murder,01. Murder,0,8,8
Andhra Pradesh,2002,TVC- Murder,01. Murder,2,2643,2645
Arunachal Pradesh,2002,TVC- Murder,01. Murder,,5,5
Assam,2002,TVC- Murder,01. Murder,20,604,624
Bihar,2002,TVC- Murder,01. Murder,4,1350,1354
Chandigarh,2002,TVC- Murder,01. Murder,0,9,9
Chhattisgarh,2002,TVC- Murder,01. Murder,688,442,1130
Dadra & Nagar Haveli,2002,TVC- Murder,01. Murder,,14,14
Daman & Diu,2002,TVC- Murder,01. Murder,0,4,4
Delhi,2002,TVC- Murder,01. Murder,0,450,450
Goa,2002,TVC- Murder,01. Murder,,27,27
Gujarat,2002,TVC- Murder,01. Murder,18,723,741
Haryana,2002,TVC- Murder,01. Murder,0,694,694
Himachal Pradesh,2002,TVC- Murder,01. Murder,1,67,68
Jammu & Kashmir,2002,TVC- Murder,01. Murder,0,143,143
Jharkhand,2002,TVC- Murder,01. Murder,11,1406,1417
Karnataka,2002,TVC- Murder,01. Murder,0,1166,1166
Kerala,2002,TVC- Murder,01. Murder,,243,243
Lakshadweep,2002,TVC- Murder,01. Murder,0,1,1
Madhya Pradesh,2002,TVC- Murder,01. Murder,0,2265,2265
Maharashtra,2002,TVC- Murder,01. Murder,0,2177,2177
Manipur,2002,TVC- Murder,01. Murder,,7,7
Meghalaya,2002,TVC- Murder,01. Murder,4,10,14
Mizoram,2002,TVC- Murder,01. Murder,2,1,3
Nagaland,2002,TVC- Murder,01. Murder,0,8,8
Odisha,2002,TVC- Murder,01. Murder,0,757,757
Puducherry,2002,TVC- Murder,01. Murder,,10,10
Punjab,2002,TVC- Murder,01. Murder,0,750,750
Rajasthan,2002,TVC- Murder,01. Murder,,1421,1421
Sikkim,2002,TVC- Murder,01. Murder,3,10,13
Tamil Nadu,2002,TVC- Murder,01. Murder,29,1840,1869
Tripura,2002,TVC- Murder,01. Murder,0,170,170
Uttar Pradesh,2002,TVC- Murder,01. Murder,,6811,6811
Uttarakhand,2002,TVC- Murder,01. Murder,,229,229
West Bengal,2002,TVC- Murder,01. Murder,0,670,670
Andaman & Nicobar Islands,2003,TVC- Murder,01. Murder,0,1,1
Andhra Pradesh,2003,TVC- Murder,01. Murder,0,2625,2625
Arunachal Pradesh,2003,TVC- Murder,01. Murder,0,20,20
Assam,2003,TVC- Murder,01. Murder,31,502,533
Bihar,2003,TVC- Murder,01. Murder,0,2112,2112
Chandigarh,2003,TVC- Murder,01. Murder,0,9,9
Chhattisgarh,2003,TVC- Murder,01. Murder,0,729,729
Dadra & Nagar Haveli,2003,TVC- Murder,01. Murder,,6,6
Daman & Diu,2003,TVC- Murder,01. Murder,0,2,2
Delhi,2003,TVC- Murder,01. Murder,,341,341
Goa,2003,TVC- Murder,01. Murder,,16,16
Gujarat,2003,TVC- Murder,01. Murder,25,1055,1080
Haryana,2003,TVC- Murder,01. Murder,0,725,725
Himachal Pradesh,2003,TVC- Murder,01. Murder,6,91,97
Jammu & Kashmir,2003,TVC- Murder,01. Murder,0,104,104
Jharkhand,2003,TVC- Murder,01. Murder,0,1223,1223
Karnataka,2003,TVC- Murder,01. Murder,0,1280,1280
Kerala,2003,TVC- Murder,01. Murder,2,217,219
Madhya Pradesh,2003,TVC- Murder,01. Murder,,2463,2463
Maharashtra,2003,TVC- Murder,01. Murder,28,2314,2342
Manipur,2003,TVC- Murder,01. Murder,,16,16
Meghalaya,2003,TVC- Murder,01. Murder,0,12,12
Mizoram,2003,TVC- Murder,01. Murder,15,4,19
Nagaland,2003,TVC- Murder,01. Murder,0,16,16
Odisha,2003,TVC- Murder,01. Murder,0,760,760
Puducherry,2003,TVC- Murder,01. Murder,0,9,9
Punjab,2003,TVC- Murder,01. Murder,0,650,650
Rajasthan,2003,TVC- Murder,01. Murder,0,1398,1398
Sikkim,2003,TVC- Murder,01. Murder,,13,13
Tamil Nadu,2003,TVC- Murder,01. Murder,93,1641,1734
Tripura,2003,TVC- Murder,01. Murder,,112,112
Uttar Pradesh,2003,TVC- Murder,01. Murder,,5991,5991
Uttarakhand,2003,TVC- Murder,01. Murder,1,148,149
West Bengal,2003,TVC- Murder,01. Murder,18,842,860
Andaman & Nicobar Islands,2004,TVC- Murder,01. Murder,0,7,7
Andhra Pradesh,2004,TVC- Murder,01. Murder,0,2913,2913
Arunachal Pradesh,2004,TVC- Murder,01. Murder,0,9,9
Assam,2004,TVC- Murder,01. Murder,36,558,594
Bihar,2004,TVC- Murder,01. Murder,2,2258,2260
Chandigarh,2004,TVC- Murder,01. Murder,0,12,12
Chhattisgarh,2004,TVC- Murder,01. Murder,23,642,665
Dadra & Nagar Haveli,2004,TVC- Murder,01. Murder,,8,8
Daman & Diu,2004,TVC- Murder,01. Murder,0,1,1
Delhi,2004,TVC- Murder,01. Murder,,436,436
Goa,2004,TVC- Murder,01. Murder,,24,24
Gujarat,2004,TVC- Murder,01. Murder,20,1044,1064
Haryana,2004,TVC- Murder,01. Murder,0,536,536
Himachal Pradesh,2004,TVC- Murder,01. Murder,0,107,107
Jammu & Kashmir,2004,TVC- Murder,01. Murder,2,105,107
Jharkhand,2004,TVC- Murder,01. Murder,,1223,1223
Karnataka,2004,TVC- Murder,01. Murder,0,1978,1978
Kerala,2004,TVC- Murder,01. Murder,1,269,270
Madhya Pradesh,2004,TVC- Murder,01. Murder,,2372,2372
Maharashtra,2004,TVC- Murder,01. Murder,11,2148,2159
Manipur,2004,TVC- Murder,01. Murder,0,7,7
Meghalaya,2004,TVC- Murder,01. Murder,1,14,15
Mizoram,2004,TVC- Murder,01. Murder,9,19,28
Nagaland,2004,TVC- Murder,01. Murder,2,78,80
Odisha,2004,TVC- Murder,01. Murder,0,1006,1006
Puducherry,2004,TVC- Murder,01. Murder,,8,8
Punjab,2004,TVC- Murder,01. Murder,114,435,549
Rajasthan,2004,TVC- Murder,01. Murder,0,1208,1208
Sikkim,2004,TVC- Murder,01. Murder,,12,12
Tamil Nadu,2004,TVC- Murder,01. Murder,27,1559,1586
Tripura,2004,TVC- Murder,01. Murder,,162,162
Uttar Pradesh,2004,TVC- Murder,01. Murder,0,5834,5834
Uttarakhand,2004,TVC- Murder,01. Murder,,205,205
West Bengal,2004,TVC- Murder,01. Murder,26,752,778
Andaman & Nicobar Islands,2005,TVC- Murder,01. Murder,,9,9
Andhra Pradesh,2005,TVC- Murder,01. Murder,0,2667,2667
Arunachal Pradesh,2005,TVC- Murder,01. Murder,0,11,11
Assam,2005,TVC- Murder,01. Murder,46,616,662
Bihar,2005,TVC- Murder,01. Murder,4,2396,2400
Chandigarh,2005,TVC- Murder,01. Murder,0,15,15
Chhattisgarh,2005,TVC- Murder,01. Murder,384,326,710
Dadra & Nagar Haveli,2005,TVC- Murder,01. Murder,,7,7
Daman & Diu,2005,TVC- Murder,01. Murder,,8,8
Delhi,2005,TVC- Murder,01. Murder,,584,584
Goa,2005,TVC- Murder,01. Murder,,39,39
Gujarat,2005,TVC- Murder,01. Murder,21,772,793
Haryana,2005,TVC- Murder,01. Murder,0,636,636
Himachal Pradesh,2005,TVC- Murder,01. Murder,0,106,106
Jammu & Kashmir,2005,TVC- Murder,01. Murder,0,165,165
Jharkhand,2005,TVC- Murder,01. Murder,38,847,885
Karnataka,2005,TVC- Murder,01. Murder,8,2067,2075
Kerala,2005,TVC- Murder,01. Murder,0,309,309
Madhya Pradesh,2005,TVC- Murder,01. Murder,,2341,2341
Maharashtra,2005,TVC- Murder,01. Murder,1,2296,2297
Manipur,2005,TVC- Murder,01. Murder,0,2,2
Meghalaya,2005,TVC- Murder,01. Murder,0,11,11
Mizoram,2005,TVC- Murder,01. Murder,9,31,40
Nagaland,2005,TVC- Murder,01. Murder,0,181,181
Odisha,2005,TVC- Murder,01. Murder,23,869,892
Puducherry,2005,TVC- Murder,01. Murder,,8,8
Punjab,2005,TVC- Murder,01. Murder,0,599,599
Rajasthan,2005,TVC- Murder,01. Murder,,954,954
Sikkim,2005,TVC- Murder,01. Murder,,2,2
Tamil Nadu,2005,TVC- Murder,01. Murder,13,1361,1374
Tripura,2005,TVC- Murder,01. Murder,,257,257
Uttar Pradesh,2005,TVC- Murder,01. Murder,0,4957,4957
Uttarakhand,2005,TVC- Murder,01. Murder,,143,143
West Bengal,2005,TVC- Murder,01. Murder,18,792,810
Andaman & Nicobar Islands,2006,TVC- Murder,01. Murder,,3,3
Andhra Pradesh,2006,TVC- Murder,01. Murder,0,2497,2497
Arunachal Pradesh,2006,TVC- Murder,01. Murder,0,5,5
Assam,2006,TVC- Murder,01. Murder,56,576,632
Bihar,2006,TVC- Murder,01. Murder,43,2686,2729
Chandigarh,2006,TVC- Murder,01. Murder,0,23,23
Chhattisgarh,2006,TVC- Murder,01. Murder,372,339,711
Dadra & Nagar Haveli,2006,TVC- Murder,01. Murder,0,1,1
Daman & Diu,2006,TVC- Murder,01. Murder,0,3,3
Delhi,2006,TVC- Murder,01. Murder,,692,692
Goa,2006,TVC- Murder,01. Murder,,27,27
Gujarat,2006,TVC- Murder,01. Murder,37,736,773
Haryana,2006,TVC- Murder,01. Murder,,594,594
Himachal Pradesh,2006,TVC- Murder,01. Murder,0,65,65
Jammu & Kashmir,2006,TVC- Murder,01. Murder,0,125,125
Jharkhand,2006,TVC- Murder,01. Murder,14,1532,1546
Karnataka,2006,TVC- Murder,01. Murder,0,1440,1440
Kerala,2006,TVC- Murder,01. Murder,,339,339
Madhya Pradesh,2006,TVC- Murder,01. Murder,0,2315,2315
Maharashtra,2006,TVC- Murder,01. Murder,10,1698,1708
Manipur,2006,TVC- Murder,01. Murder,0,5,5
Meghalaya,2006,TVC- Murder,01. Murder,2,60,62
Mizoram,2006,TVC- Murder,01. Murder,0,62,62
Nagaland,2006,TVC- Murder,01. Murder,16,8,24
Odisha,2006,TVC- Murder,01. Murder,1,753,754
Puducherry,2006,TVC- Murder,01. Murder,,7,7
Punjab,2006,TVC- Murder,01. Murder,,567,567
Rajasthan,2006,TVC- Murder,01. Murder,,972,972
Sikkim,2006,TVC- Murder,01. Murder,,3,3
Tamil Nadu,2006,TVC- Murder,01. Murder,5,1227,1232
Tripura,2006,TVC- Murder,01. Murder,0,166,166
Uttar Pradesh,2006,TVC- Murder,01. Murder,0,5526,5526
Uttarakhand,2006,TVC- Murder,01. Murder,0,197,197
West Bengal,2006,TVC- Murder,01. Murder,10,1418,1428
Andaman & Nicobar Islands,2007,TVC- Murder,01. Murder,,9,9
Andhra Pradesh,2007,TVC- Murder,01. Murder,0,2737,2737
Arunachal Pradesh,2007,TVC- Murder,01. Murder,0,6,6
Assam,2007,TVC- Murder,01. Murder,62,511,573
Bihar,2007,TVC- Murder,01. Murder,0,2654,2654
Chandigarh,2007,TVC- Murder,01. Murder,0,15,15
Chhattisgarh,2007,TVC- Murder,01. Murder,354,344,698
Dadra & Nagar Haveli,2007,TVC- Murder,01. Murder,,7,7
Daman & Diu,2007,TVC- Murder,01. Murder,,3,3
Delhi,2007,TVC- Murder,01. Murder,,689,689
Goa,2007,TVC- Murder,01. Murder,,27,27
Gujarat,2007,TVC- Murder,01. Murder,42,603,645
Haryana,2007,TVC- Murder,01. Murder,0,543,543
Himachal Pradesh,2007,TVC- Murder,01. Murder,0,72,72
Jammu & Kashmir,2007,TVC- Murder,01. Murder,0,109,109
Jharkhand,2007,TVC- Murder,01. Murder,58,1152,1210
Karnataka,2007,TVC- Murder,01. Murder,0,1429,1429
Kerala,2007,TVC- Murder,01. Murder,,501,501
Lakshadweep,2007,TVC- Murder,01. Murder,0,1,1
Madhya Pradesh,2007,TVC- Murder,01. Murder,0,2075,2075
Maharashtra,2007,TVC- Murder,01. Murder,3,1535,1538
Manipur,2007,TVC- Murder,01. Murder,0,3,3
Meghalaya,2007,TVC- Murder,01. Murder,4,16,20
Mizoram,2007,TVC- Murder,01. Murder,0,42,42
Nagaland,2007,TVC- Murder,01. Murder,0,34,34
Odisha,2007,TVC- Murder,01. Murder,0,677,677
Puducherry,2007,TVC- Murder,01. Murder,,26,26
Punjab,2007,TVC- Murder,01. Murder,0,545,545
Rajasthan,2007,TVC- Murder,01. Murder,,774,774
Sikkim,2007,TVC- Murder,01. Murder,,2,2
Tamil Nadu,2007,TVC- Murder,01. Murder,7,1503,1510
Tripura,2007,TVC- Murder,01. Murder,,95,95
Uttar Pradesh,2007,TVC- Murder,01. Murder,0,4420,4420
Uttarakhand,2007,TVC- Murder,01. Murder,0,235,235
West Bengal,2007,TVC- Murder,01. Murder,2,1146,1148
Andaman & Nicobar Islands,2008,TVC- Murder,01. Murder,,12,12
Andhra Pradesh,2008,TVC- Murder,01. Murder,0,2119,2119
Arunachal Pradesh,2008,TVC- Murder,01. Murder,0,5,5
Assam,2008,TVC- Murder,01. Murder,49,376,425
Bihar,2008,TVC- Murder,01. Murder,1,2217,2218
Chandigarh,2008,TVC- Murder,01. Murder,0,26,26
Chhattisgarh,2008,TVC- Murder,01. Murder,349,416,765
Dadra & Nagar Haveli,2008,TVC- Murder,01. Murder,,10,10
Delhi,2008,TVC- Murder,01. Murder,,377,377
Goa,2008,TVC- Murder,01. Murder,,25,25
Gujarat,2008,TVC- Murder,01. Murder,20,645,665
Haryana,2008,TVC- Murder,01. Murder,0,690,690
Himachal Pradesh,2008,TVC- Murder,01. Murder,0,83,83
Jammu & Kashmir,2008,TVC- Murder,01. Murder,0,107,107
Jharkhand,2008,TVC- Murder,01. Murder,117,1084,1201
Karnataka,2008,TVC- Murder,01. Murder,31,1054,1085
Kerala,2008,TVC- Murder,01. Murder,,215,215
Lakshadweep,2008,TVC- Murder,01. Murder,0,,
Madhya Pradesh,2008,TVC- Murder,01. Murder,,2048,2048
Maharashtra,2008,TVC- Murder,01. Murder,5,1671,1676
Manipur,2008,TVC- Murder,01. Murder,0,5,5
Meghalaya,2008,TVC- Murder,01. Murder,3,21,24
Mizoram,2008,TVC- Murder,01. Murder,10,6,16
Nagaland,2008,TVC- Murder,01. Murder,4,28,32
Odisha,2008,TVC- Murder,01. Murder,0,781,781
Puducherry,2008,TVC- Murder,01. Murder,,19,19
Punjab,2008,TVC- Murder,01. Murder,,670,670
Rajasthan,2008,TVC- Murder,01. Murder,,774,774
Sikkim,2008,TVC- Murder,01. Murder,,2,2
Tamil Nadu,2008,TVC- Murder,01. Murder,7,1244,1251
Tripura,2008,TVC- Murder,01. Murder,,66,66
Uttar Pradesh,2008,TVC- Murder,01. Murder,,4153,4153
Uttarakhand,2008,TVC- Murder,01. Murder,,183,183
West Bengal,2008,TVC- Murder,01. Murder,0,1128,1128
Andaman & Nicobar Islands,2009,TVC- Murder,01. Murder,,16,16
Andhra Pradesh,2009,TVC- Murder,01. Murder,0,1984,1984
Arunachal Pradesh,2009,TVC- Murder,01. Murder,0,5,5
Assam,2009,TVC- Murder,01. Murder,37,504,541
Bihar,2009,TVC- Murder,01. Murder,0,2340,2340
Chandigarh,2009,TVC- Murder,01. Murder,0,18,18
Chhattisgarh,2009,TVC- Murder,01. Murder,398,564,962
Dadra & Nagar Haveli,2009,TVC- Murder,01. Murder,,3,3
Daman & Diu,2009,TVC- Murder,01. Murder,,2,2
Delhi,2009,TVC- Murder,01. Murder,,262,262
Goa,2009,TVC- Murder,01. Murder,,34,34
Gujarat,2009,TVC- Murder,01. Murder,21,448,469
Haryana,2009,TVC- Murder,01. Murder,0,633,633
Himachal Pradesh,2009,TVC- Murder,01. Murder,0,82,82
Jammu & Kashmir,2009,TVC- Murder,01. Murder,0,153,153
Jharkhand,2009,TVC- Murder,01. Murder,14,985,999
Karnataka,2009,TVC- Murder,01. Murder,76,1096,1172
Kerala,2009,TVC- Murder,01. Murder,,261,261
Madhya Pradesh,2009,TVC- Murder,01. Murder,0,1733,1733
Maharashtra,2009,TVC- Murder,01. Murder,6,1452,1458
Manipur,2009,TVC- Murder,01. Murder,0,5,5
Meghalaya,2009,TVC- Murder,01. Murder,2,26,28
Mizoram,2009,TVC- Murder,01. Murder,22,2,24
Nagaland,2009,TVC- Murder,01. Murder,5,20,25
Odisha,2009,TVC- Murder,01. Murder,0,620,620
Puducherry,2009,TVC- Murder,01. Murder,,40,40
Punjab,2009,TVC- Murder,01. Murder,,613,613
Sikkim,2009,TVC- Murder,01. Murder,,5,5
Tamil Nadu,2009,TVC- Murder,01. Murder,8,1119,1127
Tripura,2009,TVC- Murder,01. Murder,,46,46
Uttar Pradesh,2009,TVC- Murder,01. Murder,,4062,4062
Uttarakhand,2009,TVC- Murder,01. Murder,,154,154
West Bengal,2009,TVC- Murder,01. Murder,10,837,847
Andaman & Nicobar Islands,2010,TVC- Murder,01. Murder,,7,7
Andhra Pradesh,2010,TVC- Murder,01. Murder,0,2299,2299
Arunachal Pradesh,2010,TVC- Murder,01. Murder,0,11,11
Assam,2010,TVC- Murder,01. Murder,29,378,407
Bihar,2010,TVC- Murder,01. Murder,,2347,2347
Chandigarh,2010,TVC- Murder,01. Murder,0,20,20
Chhattisgarh,2010,TVC- Murder,01. Murder,343,463,806
Dadra & Nagar Haveli,2010,TVC- Murder,01. Murder,,6,6
Daman & Diu,2010,TVC- Murder,01. Murder,0,2,2
Delhi,2010,TVC- Murder,01. Murder,3,398,401
Goa,2010,TVC- Murder,01. Murder,0,42,42
Gujarat,2010,TVC- Murder,01. Murder,32,414,446
Haryana,2010,TVC- Murder,01. Murder,,579,579
Himachal Pradesh,2010,TVC- Murder,01. Murder,0,89,89
Jammu & Kashmir,2010,TVC- Murder,01. Murder,0,158,158
Jharkhand,2010,TVC- Murder,01. Murder,7,1084,1091
Karnataka,2010,TVC- Murder,01. Murder,8,1123,1131
Kerala,2010,TVC- Murder,01. Murder,0,196,196
Madhya Pradesh,2010,TVC- Murder,01. Murder,,2118,2118
Maharashtra,2010,TVC- Murder,01. Murder,3,1841,1844
Manipur,2010,TVC- Murder,01. Murder,0,4,4
Meghalaya,2010,TVC- Murder,01. Murder,2,14,16
Mizoram,2010,TVC- Murder,01. Murder,8,33,41
Nagaland,2010,TVC- Murder,01. Murder,8,23,31
Odisha,2010,TVC- Murder,01. Murder,0,745,745
Puducherry,2010,TVC- Murder,01. Murder,,30,30
Punjab,2010,TVC- Murder,01. Murder,,638,638
Rajasthan,2010,TVC- Murder,01. Murder,,617,617
Sikkim,2010,TVC- Murder,01. Murder,1,7,8
Tamil Nadu,2010,TVC- Murder,01. Murder,17,1288,1305
Tripura,2010,TVC- Murder,01. Murder,,72,72
Uttar Pradesh,2010,TVC- Murder,01. Murder,,4358,4358
Uttarakhand,2010,TVC- Murder,01. Murder,,175,175
West Bengal,2010,TVC- Murder,01. Murder,7,773,780
Andhra Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,13,13
Arunachal Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Assam,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,15,15
Bihar,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,114,114
Chandigarh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Chhattisgarh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,2,10,12
Delhi,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,8,8
Gujarat,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Haryana,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,84,84
Himachal Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jammu & Kashmir,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jharkhand,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,23,23
Karnataka,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,19,19
Kerala,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,11,11
Madhya Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,139,139
Maharashtra,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,74,74
Meghalaya,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Mizoram,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Nagaland,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Odisha,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,6,6
Punjab,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,54,54
Rajasthan,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,23,23
Tamil Nadu,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,26,26
Uttar Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,2,137,139
Uttarakhand,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,5,5
West Bengal,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,97,97
Andhra Pradesh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,13,13
Assam,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,8,8
Bihar,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,111,111
Chandigarh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Chhattisgarh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,8,10,18
Daman & Diu,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Delhi,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,10,10
Gujarat,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Haryana,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,128,128
Himachal Pradesh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jammu & Kashmir,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jharkhand,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,29,29
Karnataka,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,13,13
Kerala,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,21,21
Madhya Pradesh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,121,121
Maharashtra,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,108,108
